non-preferred name	preferred name
response regulator in two-component regulatory system with envz, regulates ompf and ompc expression (ompr family)	two-component response regulator EnvZ, OmpR family
succinyl-coa synthetase beta chain (scs-beta)	succinyl-CoA synthetase, beta subunit
sodium/glucose cotransporter (na(+)/glucose symporter)	sodium/glucose cotransporter
sec61beta family	Sec61beta family protein
ribosomal rna small subunit methyltransferase f (rrna(cytosine-c(5)-)-methyltransferase rsmf) (16s rrna m5c1407methyltransferase)	ribosomal RNA small subunit methyltransferase F
response regulator cheb (receptor modification enzyme, protein-glutamate methylesterase)	response regulator CheB
succinyl-coa synthetase alpha chain (scs-alpha)	succinyl-CoA synthetase alpha chain
sodium pump decarboxylases, gamma subunit subfamily, putative	putative sodium pump decarboxylase, gamma subunit subfamily
scp-2 sterol transfer family	SCP-2 sterol transfer family protein
ribosomal rna small subunit methyltransferase c (rrna(guanine-n(2)-)-methyltransferase) (16s rrna m2g1207methyltransferase)	ribosomal RNA small subunit methyltransferase C
res domain family	RES domain protein
succinyl-coa ligase [gdp-forming] subunit alpha	succinyl-CoA ligase (GDP-forming) subunit alpha
sodium pump decarboxylases, gamma subunit subfamily	sodium pump decarboxylase, gamma subunit subfamily
sco1/senc superfamily	SCO1/SenC superfamily protein
ribosomal rna small subunit methyltransferase b (rrna(cytosine-c(5)-)-methyltransferase)	ribosomal RNA small subunit methyltransferase B
replication factor c family	Replication factor C family protein
succinyl-coa ligase [adp-forming] subunit alpha (succinyl-coa synthetase subunit alpha) (scs-alpha)	succinyl-CoA ligase (ADP-forming) subunit alpha
sodium pump decarboxylases, gamma subunit	sodium pump decarboxylase, gamma subunit
scaffold protein nfu/nifu n terminal	scaffold protein Nfu/NifU N-terminal domain protein
ribosomal rna large subunit methyltransferase a (rrna(guanine-n(1)-)-methyltransferase) (23s rrna m1g745methyltransferase)	ribosomal RNA large subunit methyltransferase A
renal dipeptidase superfamily	renal dipeptidase family protein
succinyl-coa ligase [adp-forming] subunit alpha	succinyl-CoA ligase, alpha subunit
sodium bile acid symporter family	sodium bile acid symporter family protein
sapc superfamily	SapC superfamily protein
ribosomal protein l4/l1 family	ribosomal protein, L4/L1 family
relaxase/mobilization nuclease domain	relaxase/mobilization nuclease domain protein
succinate-semialdehyde dehydrogenase subfamily	succinate-semialdehyde dehydrogenase subfamily protein
sn-glycerol 3-phosphate transport protein (abc superfamily, atp binding)	sn-glycerol 3-phosphate transport protein, ABC superfamily
sam (and some other nucleotide) binding motif	SAM binding motif
ribosomal large subunit pseudouridine synthase f (rrna-uridine isomerase f) (rrna pseudouridylate synthase f)	ribosomal large subunit pseudouridine synthase F
regulatory proteins, asnc/lrp	regulatory protein, AsnC/Lrp family
smpa / omla family	SmpA / OmlA family protein
saf domain family	SAF domain family protein
ribosomal large subunit pseudouridine synthase e (rrna-uridine isomerase e) (rrna pseudouridylate synthase e)	ribosomal large subunit pseudouridine synthase E
small heat shock protein (hsp20) family protein	small heat shock protein family protein
saccharopine dehydrogenase (nad+, l-lysine forming)	saccharopine dehydrogenase
ribosomal large subunit pseudouridine synthase d (rrna-uridine isomerase d) (rrna pseudouridylate synthase d)	ribosomal large subunit pseudouridine synthase D
region found in rela / spot proteins	RelA/SpoT domain protein
small gtp-binding protein domain, putative	putative small GTP-binding protein domain protein
s4 domain, putative	putative S4 domain protein
ribosomal large subunit pseudouridine synthase c (rrna-uridine isomerase c) (rrna pseudouridylate synthase c)	ribosomal large subunit pseudouridine synthase C
reductive dehalogenase subfamily, putative	putative reductive dehalogenase subfamily protein
succinate semialdehyde dehydrogenase,   (nad(+)-dependent succinic semialdehyde dehydrogenase)	succinate semialdehyde dehydrogenase
slyx superfamily	SlyX superfamily protein
redoxin superfamily	redoxin family protein
succinate semialdehyde dehydrogenase,   (at-ssadh1) (nad(+)-dependent succinic semialdehydedehydrogenase), putative	putative succinate semialdehyde dehydrogenase
sjogren's syndrome/scleroderma autoantigen 1 (autoantigen p27) family	Sjogren's syndrome/scleroderma autoantigen 1 (Autoantigen p27) family protein
s-layer like family, c-terminal region	putative S-layer family, C-terminal domain protein
ribosomal large subunit pseudouridine synthase a (rrna-uridine isomerase a) (rrna pseudouridylate synthase a)	ribosomal large subunit pseudouridine synthase A
succinate semialdehyde dehydrogenase,   (at-ssadh1) (nad(+)-dependent succinic semialdehydedehydrogenase)	succinate semialdehyde dehydrogenase
site-specific recombinase, phage integrase family protein	site-specific recombinase, phage integrase family
s-layer homology domain protein	S-layer domain protein
ribosomal l5p family c-terminus protein	ribosomal L5P family C-terminal domain protein
receptor family ligand binding region	receptor family ligand-binding protein
subunit of nadh-ubiquinone oxidoreductase (complex i) that contains 2 fe-s centers	NADH-ubiquinone oxidoreductase (complex i) subunit
s-adenosylmethionine decarboxylase proenzyme (adometdc)(samdc)	S-adenosylmethionine decarboxylase proenzyme
ribosomal l25p family	ribosomal L25p family protein
rare lipoprotein b family	rare lipoprotein B family protein
subtilisin n-terminal region family	Subtilisin N-terminal domain family protein
single-stranded dna-binding protein (ssb) (helix-destabilizingprotein)	single-stranded DNA-binding protein
rubrerythrin subfamily	Rubrerythrin subfamily protein
ribosomal l18p/l5e family	ribosomal L18p/L5e family protein
rare lipoprotein a (rlpa)-like double-psi beta-barrel	putative rare lipoprotein A double-psi beta-barrel protein
structural toxin protein (hemagglutinin/hemolysin) rtxa	structural toxin protein RtxA
single-strand binding protein family	single-strand binding family protein
rtx family of calcium-binding proteins	calcium-binding protein, RTX family
stress responsive a/b barrel domain superfamily	Stress responsive A/B Barrel Domain superfamily protein
signal peptidase i (spase i) (leader peptidase i)	signal peptidase I
roadblock/lc7 domain superfamily	Roadblock/LC7 domain superfamily protein
streptococcal 67 kda myosin-cross-reactive antigen like family	myosin-cross-reactive antigen family protein
signal peptidase (spase) ii	signal peptidase II
ribose-phosphate diphosphokinase subfamily	ribose-phosphate diphosphokinase family protein
r protein [enterobacteria phage 186] gb|| (u32222)	R protein
stas domain, putative	putative STAS domain protein
sigma-54 interaction domain family	sigma-54 interaction domain family protein
rnd transporter, hydrophobe/amphiphile efflux-1 (hae1) family	RND transporter, HAE1 family
ribonuclease t2 family	ribonuclease T2 family protein
start domain, putative	putative START domain protein
short-chain dehydrogenase/reductase (sdr) superfamily	short-chain dehydrogenase/reductase superfamily protein
rnd transporter, hydrophobe/amphiphile efflux-1 (hae1) and heavy metal efflux (hme) families, permease protein	RND transporter, HAE1/HME family, permease protein
ribonuclease g (rnase g) (cytoplasmic axial filamentprotein)	ribonuclease G
staphylococcus nuclease (snase) homologues	putative staphylococcus nuclease
short-chain alcohol dehydrogenase superfamily	Short-chain alcohol dehydrogenase superfamily protein
rna-metabolising metallo-beta-lactamase family	RNA-metabolising metallo-beta-lactamase family protein
ribonuclease e (rnase e)	ribonuclease E
staphylococcal nuclease homologue, putative	putative Staphylococcal nuclease family protein
short repeat of unknown function (duf308)	conserved hypothetical protein
rna recognition motif. (a.k.a. rrm, rbd, or rnp domain), putative	putative RNA-binding protein
ribonuclease bn-like family	ribonuclease BN-like family protein
staphylococcal nuclease homologue domain protein	putative nuclease domain protein
serpin (serine proteinase inhibitor)	serine proteinase inhibitor
rna recognition motif. (a.k.a. rrm, rbd, or rnp domain) protein	RNA-binding protein
stage ii sporulation protein e (spoiie), putative	putative stage II sporulation protein E
serine/threonine-protein kinase pkna (partial match)	serine/threonine-protein kinase PknA domain protein
rna recognition motif. (a.k.a. rrm, rbd, or rnp domain)	RNA-binding protein
riboflavin kinase (flavokinase)	riboflavin kinase
sulfurtransferase tusa (trna 2-thiouridine synthesizingprotein a)	sulfurtransferase TusA
stage ii sporulation protein e (spoiie)	stage II sporulation protein E
serine--pyruvate aminotransferase, (spt) (alanine--glyoxylate aminotransferase) (agt)	serine--pyruvate aminotransferase
rna pseudouridine synthase family	RNA pseudouridine synthase family protein
sulfotransferase domain superfamily	sulfotransferase domain protein
squalene and phytoene synthases	phytoene/squalene synthetase
serine proteases, trypsin family protein	serine protease, trypsin family protein
rmld substrate binding domain superfamily	RmlD substrate binding domain family protein
spovt / abrb like domain, putative	SpoVT/AbrB-like domain protein
serine acetyltransferase 4 (atsat-4) (atserat3;2)	serine acetyltransferase 4
rio1 family	RIO1 family protein
reverse transcriptase (rna-dependent dna polymerase) subfamily	reverse transcriptase family protein
sulfite reductase [nadph] flavoprotein, alpha-component	sulfite reductase (NADPH) flavoprotein, alpha component
spore coat protein u domain family	spore coat protein, U domain family
rimk-like atp-grasp domain family	RimK-like ATP-grasp domain family protein
reverse transcriptase (rna-dependent dna polymerase) domain protein	reverse transcriptase domain protein
putative inner membrane protein (duf1819)	putative inner membrane protein
pseudouridylate synthase for 23s rrna (position 746) and trnaphe(position 32), dual specificity	23S rRNA/tRNAphe-specific pseudouridine synthase
precorrin-6y c(5,15)-methyltransferase [decarboxylating]	precorrin-6Y C(5,15)-methyltransferase (decarboxylating)
photosystem ii 12 kda extrinsic protein (psbu)	photosystem II extrinsic protein
putative imidazole glycerol phosphate synthase subunit hisf2 (igp synthase cyclase subunit) (igp synthase subunithisf2) (imgp synthase subunit hisf2) (igps subunit hisf2)	putative imidazole glycerol phosphate synthase subunit hisf2
protoporphyrinogen oxidase (ppo)	protoporphyrinogen oxidase
ppx/gppa phosphatase family	Ppx/GppA phosphatase family protein
photosystem i reaction center subunit iii (psaf)	photosystem I reaction center subunit III
putative transcriptional regulator, laci family protein	putative transcriptional regulator, LacI family
putative homolog 2 to s-adenosylmethionine-dependent methyltransferase  3	putative S-adenosylmethionine-dependent methyltransferase 3 family protein
protein-l-isoaspartate(d-aspartate) o-methyltransferase (pcmt) superfamily	protein-L-isoaspartate O-methyltransferase superfamily protein
ppic-type ppiase domain	PPIC-type PPIASE domain protein
photolyase protein family	photolyase protein family protein
putative transcriptional regulator family	putative transcriptional regulator family protein
protein-l-isoaspartate(d-aspartate) o-methyltransferase (pcmt) family	protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT) family protein
pp-loop family	PP-loop family protein
phosphotransferase enzyme family, putative	putative phosphotransferase enzyme family protein
putative transcriptional activator srcap homolog	putative transcriptional activator srcap family protein
putative glutamate synthetas	putative glutamate synthetase
protein-arginine deiminase (pad) family	Protein-arginine deiminase family protein
potra domain, ftsq-type family	POTRA domain protein, FtsQ-type family
phosphoserine phosphatase (psp) (o-phosphoserinephosphohydrolase) (pspase)	phosphoserine phosphatase
putative sugar-binding domain, putative	putative sugar-binding domain protein
protein related to rnff or apbe	putative membrane-associated lipoprotein
phosphoribulokinase 1 (phosphopentokinase 1) (prkase 1)(prk i)	phosphoribulokinase 1
putative soluble lytic murein transglycosylase  (slt)	putative soluble lytic murein transglycosylase
putative flagellar hook-associated protein 3 (hap3)	putative flagellar hook-associated protein 3
protein kinase domain, putative	putative protein kinase domain protein
potassium transporter, voltage-gated ion channel (vic) family protein	potassium transporter, VIC family protein
phosphoribulokinase / uridine kinase family	Phosphoribulokinase / Uridine kinase family protein
putative rieske (2fe-2s) family protein	Rieske [2Fe-2S] family protein
putative fe-s cluster family	iron-sulfur cluster-binding family protein
protein kinase domain	kinase domain protein
porphyromonas-type peptidyl-arginine deiminase subfamily	Porphyromonas-type peptidyl-arginine deiminase subfamily protein
phosphoribosyl transferase domain, putative	putative phosphoribosyl transferase domain protein
putative ribosomal rna small subunit methyltransferase d (rrna (guanine-n(2)-)-methyltransferase) (16s rrna m2g966methyltransferase)	putative ribosomal RNA small subunit methyltransferase D
putative dna polymerase (viral) n-terminal dom	putative DNA polymerase N-terminal domain protein
protein hfq (host factor-i protein) (hf-i) (hf-1) (yersinia multipleregulator) (yersinia regulator for pleiotropic phenotype)	protein hfq
porin subfamily	Porin subfamily protein
phospholipase/carboxylesterase family	phospholipase/carboxylesterase family protein
putative repressor homolog	putative repressor
putative d-cysteine desulfhydrase homolog	putative D-cysteine desulfhydrase family protein
polysaccharide pyruvyl transferase superfamily	Polysaccharide pyruvyl transferase superfamily protein
phospholipase d. active site motif domain protein	phospholipase D active site motif domain protein
putative r body protein rebb homolog	putative R body protein RebB family protein
putative cytochrome c biogenesis protein trans	conserved hypothetical protein
protein containing qxw lectin repeats	QXW lectin repeat protein
polyprenyl synthetase superfamily	polyprenyl synthetase superfamily protein
phospholipase a1 (detergent-resistant phospholipase a) (dr-phospholipase a) (phosphatidylcholine1-acylhydrolase) (outer membrane phospholipase a) (om pla)	phospholipase A1
